id,key,value,type
363177641,highway,turning_circle,regular
363177641,source,Bing,regular
364014948,created_by,Merkaartor 0.13,regular
364016697,created_by,Merkaartor 0.13,regular
364874157,created_by,Merkaartor 0.13,regular
364878305,created_by,Merkaartor 0.13,regular
365251492,building,yes,regular
365251492,city,Mount Waverley,addr
365251492,state,Victoria,addr
365251492,street,Waverley Road,addr
365251492,suburb,Glen Waverley,addr
365251492,country,AU,addr
365251492,postcode,3150,addr
365251492,housenumber,575,addr
365537664,created_by,Merkaartor 0.12,regular
366788211,created_by,Merkaartor 0.12,regular
368374268,highway,turning_circle,regular
368377240,highway,turning_circle,regular
368379528,created_by,Merkaartor 0.13,regular
368379696,highway,turning_circle,regular
368380167,highway,turning_circle,regular
368385751,highway,turning_circle,regular
368387159,created_by,Merkaartor 0.13,regular
368388654,highway,turning_circle,regular
368392446,created_by,Merkaartor 0.13,regular
368647865,created_by,Merkaartor 0.12,regular
368657480,created_by,Merkaartor 0.12,regular
368682798,highway,turning_circle,regular
369131375,highway,turning_circle,regular
369857548,created_by,Merkaartor 0.12,regular
369857938,created_by,Merkaartor 0.12,regular
370304301,created_by,Merkaartor 0.12,regular
370316670,created_by,Merkaartor 0.12,regular
370469247,created_by,Merkaartor 0.13,regular
370470413,created_by,Merkaartor 0.13,regular
370470631,created_by,Merkaartor 0.13,regular
370964410,source,nearmap,regular
370964410,highway,turning_circle,regular
371920873,created_by,Merkaartor 0.12,regular
372544729,highway,turning_circle,regular
381097281,building,yes,regular
381097281,city,Glen Waverley,addr
381097281,state,Victoria,addr
381097281,street,Stableford Avenue,addr
381097281,suburb,Glen Waverley,addr
381097281,country,AU,addr
381097281,postcode,3150,addr
381097281,housenumber,36,addr
388441591,building,yes,regular
388441591,city,Glen Waverley,addr
388441591,state,Victoria,addr
388441591,street,Crosby Drive,addr
388441591,suburb,Glen Waverley,addr
388441591,country,AU,addr
388441591,postcode,3150,addr
388441591,housenumber,10,addr
394660794,source,nearmap,regular
394660794,highway,turning_circle,regular
407561876,highway,turning_circle,regular
407583872,highway,turning_circle,regular
413968395,note,radio antenna tower,regular
413968395,man_made,tower,regular
427852675,source,Bing,regular
427852675,highway,turning_circle,regular
428222036,name,Ambulance Station,regular
429795711,highway,turning_circle,regular
431038302,source,nearmap,regular
431038302,highway,turning_circle,regular
439923459,amenity,parking,regular
444799012,highway,crossing,regular
444799012,crossing,traffic_signals,regular
457405227,highway,turning_circle,regular
458586707,highway,turning_circle,regular
458591833,source,Bing,regular
458591833,highway,turning_circle,regular
459523750,highway,turning_circle,regular
469269843,source,nearmap,regular
469269843,highway,turning_circle,regular
481586244,fee,no,regular
481586244,amenity,toilets,regular
481586244,wheelchair,yes,regular
482435245,highway,turning_circle,regular
494875828,highway,turning_circle,regular
506983627,amenity,telephone,regular
512284197,tourism,viewpoint,regular
515910457,barrier,gate,regular
527872530,crossing,zebra,regular
527872530,highway,crossing,regular
527872530,source,survey,regular
534016283,amenity,telephone,regular
536311734,highway,turning_circle,regular
538134818,name,South Yarra IGA + Liquor,regular
538134818,shop,alcohol,regular
560659218,highway,traffic_signals,regular
560659218,traffic_signals,signal,regular
561538873,barrier,gate,regular
568925709,ref,28,regular
568925709,aeroway,gate,regular
570748043,name,War Memorial,regular
570748043,historic,memorial,regular
571647267,building,yes,regular
571647267,city,Brunswick West,addr
571647267,street,Howson Street,addr
571647267,country,AU,addr
571647267,postcode,3055,addr
571647267,housenumber,1/22,addr
572925715,highway,bus_stop,regular
575455088,name,Church of St Demetrios,regular
575455088,amenity,place_of_worship,regular
575455088,religion,christian,regular
575455088,street,High Street,addr
575455088,denomination,orthodox,regular
575455088,housenumber,380,addr
577122611,highway,crossing,regular
577122611,crossing,traffic_signals,regular
577328422,highway,crossing,regular
577447538,highway,crossing,regular
582845252,name,Sushi Link,regular
582845252,phone,+61384150188,regular
582845252,amenity,restaurant,regular
582845252,cuisine,japanese;chinese,regular
582845252,street,Brunswick Street,addr
582845252,housenumber,273,addr
583068343,source,nearmap,regular
583068343,highway,turning_circle,regular
583073781,source,nearmap,regular
583073781,highway,turning_circle,regular
583181080,highway,crossing,regular
583181080,crossing,traffic_signals,regular
583181080,supervised,no,regular
583181080,crossing_ref,zebra,regular
583181080,button_operated,yes,regular
583181080,sound,yes,traffic_signals
583459448,building,yes,regular
583459448,city,Mount Waverley,addr
583459448,street,Saladin Avenue,addr
583459448,suburb,Glen Waverley,addr
583459448,postcode,3150,addr
583459448,housenumber,9,addr
583459552,building,yes,regular
583459552,city,Mount Waverley,addr
583459552,state,Victoria,addr
583459552,street,Stableford Avenue,addr
583459552,suburb,Glen Waverley,addr
583459552,country,AU,addr
583459552,postcode,3150,addr
583459552,housenumber,3,addr
584246963,source,nearmap,regular
584246963,highway,turning_circle,regular
585196132,url,http://www.breakfastout.com.au/stkildagalleoncafe.html,regular
585196132,name,Galleon Café,regular
585196132,source,local_knowledge,regular
585196132,amenity,cafe,regular
585216514,source,nearmap,regular
585216514,highway,turning_circle,regular
585810950,source,nearmap,regular
585810950,highway,turning_circle,regular
587597015,amenity,toilets,regular
588319440,source,nearmap,regular
588319440,highway,turning_circle,regular
589086433,building,yes,regular
589086433,city,Glen Waverley,addr
589086433,street,Saladin Avenue,addr
589086433,suburb,Glen Waverley,addr
589086433,postcode,3150,addr
589086433,housenumber,33,addr
589378787,building,yes,regular
589378787,city,Glen Waverley,addr
589378787,street,Sandgate Avenue,addr
589378787,suburb,Glen Waverley,addr
589378787,postcode,3150,addr
589378787,housenumber,45,addr
589819033,highway,turning_circle,regular
591429446,highway,traffic_signals,regular
591559544,building,yes,regular
591559544,city,Glen Waverley,addr
591559544,street,Blackburn Road,addr
591559544,suburb,Glen Waverley,addr
591559544,postcode,3150,addr
591559544,housenumber,596,addr
591689408,traffic_calming,hump,regular
593076680,highway,give_way,regular
593088463,highway,crossing,regular
594574624,traffic_calming,hump,regular
597455946,barrier,gate,regular
598049860,name,Church of Scientology,regular
598049860,amenity,place_of_worship,regular
598049860,religion,scientologist,regular
598049860,city,Melbourne,addr
598049860,street,Russell Street,addr
598049860,postcode,3000,addr
598049860,housenumber,42-44,addr
598400056,source,wetap.org,regular
598400056,amenity,drinking_water,regular
598400056,status,working,wetap
598434266,amenity,telephone,regular
599162529,power,tower,regular
600382786,highway,bus_stop,regular
600611744,name,KFC,regular
600611744,amenity,fast_food,regular
600611744,cuisine,chicken,regular
600611744,website,www.kfc.com.au,regular
601349684,highway,traffic_signals,regular
601755390,power,tower,regular
603104424,source,nearmap,regular
603104424,amenity,bench,regular
603998862,building,yes,regular
603998862,city,Mount Waverley,addr
603998862,street,Glenwood Avenue,addr
603998862,suburb,Glen Waverley,addr
603998862,postcode,3150,addr
603998862,housenumber,1,addr
604179023,building,yes,regular
604179023,city,Glen Waverley,addr
604179023,street,Norfolk Street,addr
604179023,suburb,Glen Waverley,addr
604179023,postcode,3150,addr
604179023,housenumber,12,addr
605041377,building,yes,regular
605041377,city,Glen Waverley,addr
605041377,street,Peveril Street,addr
605041377,suburb,Glen Waverley,addr
605041377,postcode,3150,addr
605041377,housenumber,2/18,addr
605217247,building,yes,regular
605217247,city,Glen Waverley,addr
605217247,street,Hampshire Road,addr
605217247,suburb,Glen Waverley,addr
605217247,postcode,3150,addr
605217247,housenumber,24,addr
606286545,highway,traffic_signals,regular
606328654,building,yes,regular
606328654,city,Glen Waverley,addr
606328654,street,Margate Crescent,addr
606328654,suburb,Glen Waverley,addr
606328654,postcode,3150,addr
606328654,housenumber,32,addr
607756858,highway,traffic_signals,regular
608747538,highway,bus_stop,regular
608823448,amenity,telephone,regular
608826108,building,yes,regular
608826108,city,Mount Waverley,addr
608826108,state,Victoria,addr
608826108,street,Munro Avenue,addr
608826108,suburb,Mount Waverley,addr
608826108,country,AU,addr
608826108,postcode,3149,addr
608826108,housenumber,20,addr
608826551,building,yes,regular
608826551,city,Mount Waverley,addr
608826551,state,Victoria,addr
608826551,street,Doynton Parade,addr
608826551,suburb,Mount Waverley,addr
608826551,country,AU,addr
608826551,postcode,3149,addr
608826551,housenumber,16,addr
609060901,source,nearmap,regular
609060901,highway,turning_circle,regular
610072452,building,yes,regular
610072452,city,Glen Waverley,addr
610072452,state,Victoria,addr
610072452,street,Mott Court,addr
610072452,suburb,Glen Waverley,addr
610072452,country,AU,addr
610072452,postcode,3150,addr
610072452,housenumber,5,addr
610575250,name,Citywide Accounting & Finance Pty Ltd,regular
610575250,website,http://www.citywideaccounting.com/,regular
610606893,building,yes,regular
610606893,city,Mount Waverley,addr
610606893,street,Blackburn Road,addr
610606893,suburb,Mount Waverley,addr
610606893,postcode,3149,addr
610606893,housenumber,1/407,addr
610682299,amenity,bench,regular
611591114,foot,yes,regular
611591114,barrier,gate,regular
611919883,highway,turning_circle,regular
612699770,building,yes,regular
612699770,city,Mount Waverley,addr
612699770,state,VIC,addr
612699770,street,Wilga Street,addr
612699770,suburb,Mount Waverley,addr
612699770,country,AU,addr
612699770,postcode,3149,addr
612699770,housenumber,41,addr
616077096,highway,crossing,regular
616077096,crossing,zebra,regular
616557999,source,nearmap,regular
616557999,highway,turning_circle,regular
616584782,name,Alfred Nott Optometrists,regular
616584782,shop,optician,regular
616584782,phone,+613396451911,regular
616584782,city,Port Melbourne,addr
616584782,wheelchair,yes,regular
616584782,street,Bay Street,addr
616584782,country,AU,addr
616584782,postcode,3207,addr
616584782,housenumber,239,addr
616584782,wheelchair_toilet,no,regular
617510115,building,yes,regular
617510115,city,Glen Waverley,addr
617510115,street,Chivers Avenue,addr
617510115,suburb,Glen Waverley,addr
617510115,postcode,3150,addr
617510115,housenumber,29,addr
617966393,building,yes,regular
617966393,city,Glen Waverley,addr
617966393,state,Victoria,addr
617966393,street,Leicester Avenue,addr
617966393,suburb,Glen Waverley,addr
617966393,country,AU,addr
617966393,postcode,3150,addr
617966393,housenumber,69,addr
618528817,building,yes,regular
618528817,city,Mount Waverley,addr
618528817,state,Victoria,addr
618528817,street,Spring Rise,addr
618528817,suburb,Glen Waverley,addr
618528817,country,AU,addr
618528817,postcode,3150,addr
618528817,housenumber,3,addr
618528936,building,yes,regular
618528936,city,Mount Waverley,addr
618528936,state,Victoria,addr
618528936,street,Coleman Parade,addr
618528936,suburb,Glen Waverley,addr
618528936,country,AU,addr
618528936,postcode,3150,addr
618528936,housenumber,47,addr
618991668,power,tower,regular
619074267,barrier,cycle_barrier,regular
619112665,highway,turning_circle,regular
619713578,building,yes,regular
619713578,city,Glen Waverley,addr
619713578,state,Victoria,addr
619713578,street,Waverley Road,addr
619713578,suburb,Glen Waverley,addr
619713578,country,AU,addr
619713578,postcode,3150,addr
619713578,housenumber,547,addr
620210404,building,yes,regular
620210404,city,Mount Waverley,addr
620210404,street,Rowan Court,addr
620210404,suburb,Mount Waverley,addr
620210404,postcode,3150,addr
620210404,housenumber,1,addr
620486552,building,yes,regular
620486552,city,Glen Waverley,addr
620486552,state,Victoria,addr
620486552,street,Coleman Parade,addr
620486552,suburb,Glen Waverley,addr
620486552,country,AU,addr
620486552,postcode,3150,addr
620486552,housenumber,5/143-149,addr
620487026,building,yes,regular
620487026,city,Mount Waverley,addr
620487026,state,Victoria,addr
620487026,street,The Way,addr
620487026,suburb,Glen Waverley,addr
620487026,country,AU,addr
620487026,postcode,3150,addr
620487026,housenumber,33,addr
621054214,power,tower,regular
621149318,power,tower,regular
621149318,source,nearmap,regular
621149648,power,tower,regular
621149648,source,nearmap,regular
621549698,highway,turning_circle,regular
621556545,building,yes,regular
621556545,city,Mount Waverley,addr
621556545,state,Victoria,addr
621556545,street,Kinnoull Grove,addr
621556545,suburb,Glen Waverley,addr
621556545,country,AU,addr
621556545,postcode,3150,addr
621556545,housenumber,45,addr
621780406,highway,turning_circle,regular
622160908,source,nearmap,regular
622160908,highway,turning_circle,regular
622240545,highway,turning_circle,regular
622240796,highway,turning_circle,regular
622249696,building,yes,regular
622249696,city,Mount Waverley,addr
622249696,state,Victoria,addr
622249696,street,Bogong Avenue,addr
622249696,suburb,Glen Waverley,addr
622249696,country,AU,addr
622249696,postcode,3150,addr
622249696,housenumber,80B,addr
622297685,tourism,viewpoint,regular
623032969,highway,turning_circle,regular
628210043,power,tower,regular
628210043,source,nearmap,regular
628343839,building,yes,regular
628343839,city,Notting Hill,addr
628343839,street,Ferntree Gully Road,addr
628343839,suburb,Notting Hill,addr
628343839,postcode,3168,addr
628343839,housenumber,368,addr
628647350,building,yes,regular
628647350,city,Glen Waverley,addr
628647350,state,VIC,addr
628647350,street,Ivanhoe Street,addr
628647350,suburb,Glen Waverley,addr
628647350,country,AU,addr
628647350,postcode,3150,addr
628647350,housenumber,90,addr
630504386,building,yes,regular
630504386,city,Glen Waverley,addr
630504386,street,Avonhurst Drive,addr
630504386,suburb,Glen Waverley,addr
630504386,postcode,3150,addr
630504386,housenumber,1/60,addr
631189028,building,yes,regular
631189028,city,Glen Waverley,addr
631189028,street,Dorset Street,addr
631189028,suburb,Glen Waverley,addr
631189028,postcode,3150,addr
631189028,housenumber,28,addr
632067415,barrier,gate,regular
633904570,building,yes,regular
633904570,city,Glen Waverley,addr
633904570,state,Victoria,addr
633904570,street,Bogong Avenue,addr
633904570,suburb,Glen Waverley,addr
633904570,country,AU,addr
633904570,postcode,3150,addr
633904570,housenumber,38,addr
634133947,highway,bus_stop,regular
634963633,city,Preston,addr
634963633,street,Plenty Road,addr
634963633,postcode,3072,addr
634963633,housenumber,22,addr
635560292,name,Beechworth Bakery,regular
635560292,shop,bakery,regular
636059482,name,Jonathan's,regular
636059482,shop,butcher,regular
636059482,phone,+61 3 94194339,regular
636059482,website,http://www.jonathans.com.au,regular
636059482,city,Collingwood,addr
636059482,street,Smith Street,addr
636059482,postcode,3066,addr
636059482,housenumber,122,addr
640732011,building,yes,regular
640732011,city,Mount Waverley,addr
640732011,state,Victoria,addr
640732011,street,Myrtle Street,addr
640732011,suburb,Glen Waverley,addr
640732011,country,AU,addr
640732011,postcode,3150,addr
640732011,housenumber,2/44,addr
640732519,building,yes,regular
640732519,city,Mount Waverley,addr
640732519,state,Victoria,addr
640732519,street,Lincoln Avenue,addr
640732519,suburb,Glen Waverley,addr
640732519,country,AU,addr
640732519,postcode,3150,addr
640732519,housenumber,36,addr
644616288,city,Bayswater North,addr
644616288,street,Colchester Road,addr
644616288,housenumber,278,addr
646130801,city,Mount Waverley,addr
646130801,housenumber,363,addr
646130801,postcode,3150,addr
646130801,street,Springvale Road,addr
646130801,suburb,Glen Waverley,addr
646130801,source,survey,regular
652197152,source,survey,regular
652197152,building,yes,regular
652197152,city,Glen Waverley,addr
652197152,street,Vermont Street,addr
652197152,suburb,Glen Waverley,addr
652197152,postcode,3150,addr
652197152,housenumber,4,addr
652434557,highway,bus_stop,regular
652860565,source,survey,regular
652860565,building,yes,regular
652860565,city,Glen Waverley,addr
652860565,street,Fraser Street,addr
652860565,suburb,Glen Waverley,addr
652860565,postcode,3150,addr
652860565,housenumber,1,addr
653049676,source,survey,regular
653049676,building,yes,regular
653049676,city,Glen Waverley,addr
653049676,state,VIC,addr
653049676,street,Baroda Avenue,addr
653049676,suburb,Glen Waverley,addr
653049676,country,AU,addr
653049676,postcode,3150,addr
653049676,housenumber,7,addr
653994916,source,survey,regular
653994916,building,yes,regular
653994916,city,Glen Waverley,addr
653994916,state,VIC,addr
653994916,street,Ilora Court,addr
653994916,suburb,Glen Waverley,addr
653994916,country,AU,addr
653994916,postcode,3150,addr
653994916,housenumber,14,addr
654035879,source,survey,regular
654035879,building,yes,regular
654035879,city,Glen Waverley,addr
654035879,state,VIC,addr
654035879,street,Coolabah Avenue,addr
654035879,suburb,Glen Waverley,addr
654035879,country,AU,addr
654035879,postcode,3150,addr
654035879,housenumber,12,addr
658957349,source,survey,regular
658957349,building,yes,regular
658957349,city,Glen Waverley,addr
658957349,state,VIC,addr
658957349,street,Johnson Drive,addr
658957349,suburb,Glen Waverley,addr
658957349,country,AU,addr
658957349,postcode,3150,addr
658957349,housenumber,46,addr
659022430,source,survey,regular
659022430,building,yes,regular
659022430,city,Glen Waverley,addr
659022430,state,VIC,addr
659022430,street,Winmalee Drive,addr
659022430,suburb,Glen Waverley,addr
659022430,country,AU,addr
659022430,postcode,3150,addr
659022430,housenumber,36,addr
659045972,source,survey,regular
659045972,building,yes,regular
659045972,city,Glen Waverley,addr
659045972,state,VIC,addr
659045972,street,Jarrah Court,addr
659045972,suburb,Glen Waverley,addr
659045972,country,AU,addr
659045972,postcode,3150,addr
659045972,housenumber,2/13,addr
659622083,source,survey,regular
659622083,building,yes,regular
659622083,city,Glen Waverley,addr
659622083,state,VIC,addr
659622083,street,Springvale Road,addr
659622083,suburb,Glen Waverley,addr
659622083,country,AU,addr
659622083,postcode,3150,addr
659622083,housenumber,463,addr
659626246,source,survey,regular
659626246,building,yes,regular
659626246,city,Glen Waverley,addr
659626246,state,VIC,addr
659626246,street,Tobreck Street,addr
659626246,suburb,Glen Waverley,addr
659626246,country,AU,addr
659626246,postcode,3150,addr
659626246,housenumber,7,addr
660473324,amenity,parking,regular
661027988,railway,crossing,regular
663480238,name,Gate 4,regular
663480238,barrier,gate,regular
665613167,name,KFC,regular
665613167,amenity,fast_food,regular
665613167,cuisine,chicken,regular
665613167,website,www.kfc.com.au,regular
666846442,name,Kmart,regular
666846442,shop,department_store,regular
666846442,phone,+61 3 93878233,regular
666846442,website,www.kmart.com.au,regular
666846442,opening_hours,Mo-We 8:00-22:00; Th 7:00-22:00; Fr-Su 8:00-22:00,regular
676573406,amenity,toilets,regular
677452840,name,Oakleigh Station,regular
677452840,note,900 to Mordialloc,regular
677452840,source,survey,regular
677452840,highway,bus_stop,regular
677646084,noexit,yes,regular
678968566,building,yes,regular
678968566,city,Mount Waverley,addr
678968566,state,VIC,addr
678968566,street,Waverley Road,addr
678968566,suburb,Mount Waverley,addr
678968566,country,AU,addr
678968566,postcode,3149,addr
678968566,housenumber,510,addr
685964460,noexit,yes,regular
687164038,name,Nicholson Wholesale Imports,regular
687164038,website,http://www.nicholsonimports.com.au/,regular
689775369,amenity,library,regular
689775369,name,Parkdale Library,regular
689775369,wheelchair,yes,regular
694939003,highway,turning_circle,regular
697191037,highway,bus_stop,regular
700525323,building,yes,regular
700525323,city,Glen Waverley,addr
700525323,state,Victoria,addr
700525323,street,Shirley Avenue,addr
700525323,suburb,Glen Waverley,addr
700525323,country,AU,addr
700525323,postcode,3150,addr
700525323,housenumber,1/6,addr
701671314,highway,turning_circle,regular
702311638,building,yes,regular
702311638,city,Notting Hill,addr
702311638,street,Saniky Street,addr
702311638,suburb,Notting Hill,addr
702311638,postcode,3168,addr
702311638,housenumber,45,addr
703548818,highway,turning_circle,regular
703550115,source,survey,regular
703550115,building,yes,regular
703550115,city,Notting Hill,addr
703550115,street,Risdon Drive,addr
703550115,suburb,Notting Hill,addr
703550115,postcode,3168,addr
703550115,housenumber,31,addr
