id,user,uid,version,changeset,timestamp
9211158,ash_mcd,2486025,13,50217502,2017-07-12T04:14:02Z
9284344,ash_mcd,2486025,10,50217502,2017-07-12T04:14:05Z
9503080,Beager,1038504,14,15391197,2013-03-17T04:06:36Z
9628150,Rhubarb,69319,8,26191444,2014-10-19T12:34:16Z
9780441,Mander,20974,10,30572445,2015-04-28T07:59:47Z
9866559,OSMF Redaction Account,722137,11,12326399,2012-07-19T12:46:11Z
9904718,matthewsheffield,347944,7,47505552,2017-04-06T12:26:48Z
10300662,Rhubarb,69319,11,12751273,2012-08-16T14:01:07Z
10587497,steve91,637652,7,11297193,2012-04-14T10:50:14Z
10638872,null_dev,434542,5,8168324,2011-05-17T05:29:48Z
10844425,woodpeck_fixbot,147510,7,10395278,2012-01-15T10:19:42Z
10905124,OSMF Redaction Account,722137,6,12344233,2012-07-19T19:07:06Z
11160368,woodpeck_fixbot,147510,5,10395278,2012-01-15T10:37:30Z
11249923,woodpeck_fixbot,147510,7,10395278,2012-01-15T10:39:30Z
11322373,kimo,28961,8,12599031,2012-08-03T14:39:07Z
11452768,Leon K,46482,12,36607372,2016-01-16T01:10:21Z
11731954,GregRG,5492983,13,46885425,2017-03-16T01:30:05Z
11788033,Leon K,46482,14,36989483,2016-02-04T02:46:45Z
12092143,woodpeck_fixbot,147510,4,10396281,2012-01-15T11:03:12Z
12227681,sabamacx,5685243,23,48578041,2017-05-11T02:17:02Z
12241052,BalancingBean,1466296,9,16894469,2013-07-10T02:51:10Z
12282204,woodpeck_fixbot,147510,5,10396281,2012-01-15T11:08:50Z
12469415,Leon K,46482,13,29492753,2015-03-15T12:05:27Z
12558460,Bardi Harborow,577637,11,43023024,2016-10-20T00:59:32Z
12906944,Rhubarb,69319,5,22706682,2014-06-03T04:14:57Z
13099007,Leon K,46482,8,36991467,2016-02-04T07:22:58Z
13320580,ash_mcd,2486025,11,49936496,2017-06-30T06:58:11Z
13613730,dssis1,596935,11,15882701,2013-04-27T11:55:03Z
13755758,Simon Cox,1453327,23,21993952,2014-04-28T06:18:38Z
13860014,PA94,45027,6,4587667,2010-05-02T17:21:33Z
13911660,Canley,57437,2,3614637,2010-01-14T02:25:41Z
14234567,Leon K,46482,12,36611458,2016-01-16T10:43:24Z
14342423,Glen,6513,5,3397779,2009-12-18T00:39:59Z
14600586,maggot27,118021,5,21121203,2014-03-15T18:24:02Z
14864682,woodpeck_fixbot,147510,6,10396281,2012-01-15T12:55:48Z
14938881,OSMF Redaction Account,722137,7,12322905,2012-07-19T11:50:49Z
15218713,OSMF Redaction Account,722137,12,12307805,2012-07-19T04:15:43Z
15328647,AlexOnTheBus,79475,14,14920768,2013-02-05T11:29:00Z
15478632,CloCkWeRX,172061,7,18945791,2013-11-17T02:00:26Z
15738310,Leon K,46482,18,37256413,2016-02-16T22:10:13Z
16158456,Zulu99,320632,3,15968471,2013-05-04T08:44:43Z
16361138,Ewen Hill,935037,4,44234453,2016-12-07T12:53:57Z
16712497,AlexOnTheBus,79475,13,14975524,2013-02-10T04:52:58Z
16878354,Andrew Parker,686582,11,43884946,2016-11-23T02:01:30Z
17023431,BalancingBean,1466296,10,22157227,2014-05-05T23:57:47Z
17114561,Glen,6513,6,40626143,2016-07-10T09:11:13Z
17266077,woodpeck_fixbot,147510,11,10398186,2012-01-15T17:25:44Z
17383119,AlexOnTheBus,79475,28,14742778,2013-01-22T09:48:05Z
18047150,woodpeck_fixbot,147510,6,10400850,2012-01-15T18:41:40Z
18315133,paul1928,868048,9,46322440,2017-02-22T23:28:08Z
18594994,woodpeck_fixbot,147510,5,10400850,2012-01-15T19:21:19Z
18912278,Glen,6513,2,3391080,2009-12-17T02:24:59Z
19469383,AlexOnTheBus,79475,10,27644352,2014-12-23T06:27:35Z
19507733,Glen,6513,4,31630335,2015-06-01T10:49:39Z
19704316,Glen,6513,7,16317090,2013-05-27T23:02:40Z
19754434,woodpeck_fixbot,147510,4,10400850,2012-01-15T20:19:31Z
19780741,woodpeck_fixbot,147510,5,10400850,2012-01-15T20:22:34Z
19783810,Rhubarb,69319,12,24317087,2014-07-23T18:27:20Z
19922606,OSMF Redaction Account,722137,8,12326399,2012-07-19T12:47:03Z
19979311,Pizza1016,838520,7,38466296,2016-04-11T05:41:27Z
20091293,Josh Parris,1894085,9,20458775,2014-02-09T05:01:01Z
20275136,KenS,211804,4,11173080,2012-04-01T05:42:30Z
20778894,gaffa,16374,3,10590375,2012-02-05T05:03:59Z
20969776,melb_guy,11111,3,9796382,2011-11-11T13:26:24Z
21261871,Vadmium,1795763,15,41322165,2016-08-08T11:34:08Z
21649248,Canley,57437,14,29743176,2015-03-26T03:11:01Z
21964004,heyitsstevo,1899168,14,22441754,2014-05-20T10:01:36Z
22588137,Mikideez,5302690,9,47165289,2017-03-26T00:25:56Z
22598357,Leon K,46482,9,31049209,2015-05-12T11:20:56Z
22690746,woodpeck_fixbot,147510,5,10402983,2012-01-15T22:38:45Z
22736271,nqndwc,714293,11,13057305,2012-09-10T14:32:29Z
22740290,Leon K,46482,14,27811167,2014-12-30T22:25:30Z
22760354,Pizza1016,838520,8,40496230,2016-07-05T10:22:11Z
22781840,emexes,38690,3,9322081,2011-09-17T09:02:37Z
22799870,woodpeck_fixbot,147510,6,10404406,2012-01-15T23:26:35Z
22871043,woowoowoo,4702,2,41783,2008-02-04T23:54:11Z
22893244,Dæmonl,2782954,4,30600514,2015-04-28T23:27:30Z
22903991,AlexOnTheBus,79475,8,23984155,2014-07-06T13:51:28Z
22917371,AlexOnTheBus,79475,7,28587938,2015-02-03T12:12:38Z
22930163,jackb,17425,2,317986,2008-03-13T05:55:53Z
22942274,stevage,201443,5,3386195,2009-12-16T12:40:44Z
22961476,woodpeck_fixbot,147510,5,10404406,2012-01-16T00:09:03Z
22970850,woodpeck_fixbot,147510,6,10404406,2012-01-16T00:12:40Z
22971070,woodpeck_fixbot,147510,18,10404406,2012-01-16T00:15:22Z
22971276,melb_guy,11111,10,3567342,2010-01-08T03:47:59Z
22980290,woodpeck_fixbot,147510,5,10404406,2012-01-16T00:19:11Z
23000700,woodpeck_fixbot,147510,9,10404406,2012-01-16T00:23:05Z
23014280,nqndwc,714293,9,34421421,2015-10-04T08:10:45Z
23034295,Ewen Hill,935037,16,47138866,2017-03-25T02:30:56Z
23061231,nqndwc,714293,9,13029541,2012-09-08T03:00:08Z
23099431,woodpeck_fixbot,147510,8,10404959,2012-01-16T00:57:19Z
23143943,AlexOnTheBus,79475,7,17564477,2013-08-29T01:43:42Z
23146467,Mikideez,5302690,8,47034965,2017-03-21T09:43:44Z
23159904,woodpeck_fixbot,147510,6,10404959,2012-01-16T01:33:25Z
23169227,aharvey,237525,6,40266451,2016-06-24T23:37:20Z
23209089,AlexOnTheBus,79475,22,14473904,2012-12-31T07:33:39Z
23229665,miniclone,2803005,9,45348356,2017-01-21T12:14:04Z
23240025,Neil Penman,84937,2,3515898,2010-01-02T05:35:27Z
23288726,melb_guy,11111,8,5376880,2010-08-02T04:18:01Z
23369004,Leon K,46482,9,35002423,2015-10-31T23:10:21Z
23378389,Rosscoe,4467,7,5142371,2010-07-05T14:10:34Z
23416347,Vadmium,1795763,8,19844373,2014-01-06T14:16:57Z
23478473,OSMF Redaction Account,722137,6,12329511,2012-07-19T13:35:58Z
23594652,ash_mcd,2486025,10,49998020,2017-07-03T04:08:28Z
23661040,Glen,6513,5,3358915,2009-12-12T21:39:00Z
23703649,woodpeck_fixbot,147510,6,10405303,2012-01-16T04:43:38Z
23713654,TuanIfan,625303,7,16754641,2013-06-29T16:56:48Z
23730435,ash_mcd,2486025,13,50217903,2017-07-12T04:51:33Z
23780199,woodpeck_fixbot,147510,6,10405560,2012-01-16T05:15:01Z
23785104,kimo,28961,6,10079886,2011-12-10T11:01:34Z
23799106,stevage,201443,5,3621770,2010-01-15T03:19:39Z
23837559,andytuna,8527,6,44104383,2016-12-02T04:53:07Z
23891604,stevage,201443,10,12044344,2012-06-28T09:06:26Z
23891987,woodpeck_fixbot,147510,4,10405560,2012-01-16T05:56:59Z
23892964,woodpeck_fixbot,147510,4,10405560,2012-01-16T06:00:15Z
23893750,woodpeck_fixbot,147510,3,10405560,2012-01-16T06:02:44Z
23895405,woodpeck_fixbot,147510,3,10405560,2012-01-16T06:05:03Z
23897758,Glen,6513,5,37326158,2016-02-20T11:38:12Z
23908112,woodpeck_fixbot,147510,13,10405560,2012-01-16T06:13:27Z
23908328,Glen,6513,6,43508969,2016-11-09T10:30:05Z
23909306,Leon K,46482,4,31369028,2015-05-22T11:50:47Z
23910066,woodpeck_fixbot,147510,4,10405560,2012-01-16T06:22:06Z
23910672,AlexOnTheBus,79475,6,15002220,2013-02-12T05:28:00Z
23911078,Angyork,633429,7,40983700,2016-07-24T05:12:50Z
23920126,woodpeck_fixbot,147510,8,10405560,2012-01-16T06:33:27Z
23925396,Leon K,46482,15,29510022,2015-03-16T05:37:30Z
23926581,nqndwc,714293,4,13271258,2012-09-27T14:09:56Z
23946625,nqndwc,714293,4,13271258,2012-09-27T12:50:55Z
23973854,woodpeck_fixbot,147510,4,10405560,2012-01-16T06:52:10Z
24020318,woodpeck_fixbot,147510,6,10405560,2012-01-16T07:04:34Z
24053954,woodpeck_fixbot,147510,5,10405560,2012-01-16T07:18:39Z
24118645,Leon K,46482,4,38745482,2016-04-21T04:10:06Z
24204463,gaffa,16374,1,333491,2008-05-04T08:20:36Z
24253099,woodpeck_fixbot,147510,5,10406018,2012-01-16T08:03:35Z
24315091,stevage,201443,23,29702318,2015-03-24T12:36:02Z
24320833,woodpeck_fixbot,147510,18,10406018,2012-01-16T08:40:37Z
24335058,woodpeck_fixbot,147510,4,10406018,2012-01-16T08:49:29Z
24335238,woodpeck_fixbot,147510,8,10406018,2012-01-16T08:52:28Z
24372308,tmnguyen_swin,2184628,37,40491885,2016-07-05T06:02:50Z
24386651,neilmny,2829158,16,37012747,2016-02-05T04:23:43Z
24411730,Glen,6513,12,31739964,2015-06-05T09:16:13Z
24474309,melb_guy,11111,2,512245,2009-02-17T08:09:52Z
24479832,chdr,165869,9,10712543,2012-02-17T16:18:21Z
24488154,hs143no,2557964,14,35819370,2015-12-08T01:26:55Z
24489807,Stumbles,22367,1,500469,2008-05-22T10:10:59Z
24492427,emexes,38690,22,9262120,2011-09-10T13:38:41Z
24501406,steve91,637652,4,19897543,2014-01-09T10:38:39Z
24504974,woodpeck_fixbot,147510,9,10406018,2012-01-16T10:20:38Z
24519588,chdr,165869,7,10175416,2011-12-21T21:16:53Z
24531440,Leon K,46482,13,28495472,2015-01-29T22:32:12Z
24548943,AlexOnTheBus,79475,9,14854296,2013-01-31T00:14:40Z
24562548,Leon K,46482,5,29648037,2015-03-22T02:31:33Z
24577357,AlexOnTheBus,79475,13,14894149,2013-02-03T11:02:42Z
24590329,Leon K,46482,7,28787385,2015-02-12T03:07:08Z
24604562,steve91,637652,8,11812006,2012-06-06T03:28:57Z
24661779,woodpeck_fixbot,147510,5,10407211,2012-01-16T12:45:44Z
24672908,Miles Gough,4076616,13,47524561,2017-04-07T00:53:22Z
24676701,ashmcd,4320414,15,42699079,2016-10-07T00:55:59Z
24690680,Rosscoe,4467,4,3262583,2009-12-01T09:54:41Z
24706227,TheJimmyson,5685539,8,48545632,2017-05-09T22:55:22Z
24722578,Zulu99,320632,7,11036661,2012-03-20T00:54:34Z
24745555,neilmny,2829158,10,37252309,2016-02-16T18:53:41Z
24818433,melb_guy,11111,3,167462,2008-06-15T06:00:34Z
24835122,Glen,6513,15,29944309,2015-04-03T06:34:55Z
24887506,dogbait,1105905,19,43902284,2016-11-23T18:13:10Z
24927313,Rosscoe,4467,3,7634786,2011-03-22T08:33:53Z
24966930,Leon K,46482,13,39505604,2016-05-23T10:16:56Z
25056828,melb_guy,11111,4,3559083,2010-01-07T04:17:25Z
25107333,Leon K,46482,8,30979803,2015-05-11T01:57:08Z
25133265,matthewsheffield,347944,4,18248086,2013-10-08T14:11:21Z
25248618,Leon K,46482,18,28785452,2015-02-11T22:50:47Z
25293740,melb_guy,11111,9,3398217,2009-12-18T05:22:44Z
25314028,Leon K,46482,7,28564611,2015-02-02T12:18:14Z
25403660,stevage,201443,4,3600229,2010-01-12T00:51:07Z
25426648,woodpeck_fixbot,147510,9,10412890,2012-01-16T22:06:08Z
25451096,nqndwc,714293,5,13151299,2012-09-18T04:38:42Z
25466388,Leon K,46482,3,3811033,2010-02-07T05:59:41Z
25519855,Leon K,46482,16,29649480,2015-03-22T06:01:50Z
25520397,stevage,201443,11,37214210,2016-02-14T22:58:14Z
25545622,goldfishxyz,168136,10,12789684,2012-08-20T02:02:46Z
25562010,melb_guy,11111,1,493082,2008-07-15T01:23:33Z
25563310,AlexOnTheBus,79475,5,5157907,2010-07-07T11:47:04Z
25586839,Leon K,46482,4,28832676,2015-02-13T23:52:23Z
25606436,woodpeck_fixbot,147510,4,10412890,2012-01-16T23:36:17Z
25608290,woodpeck_fixbot,147510,8,10412890,2012-01-16T23:37:15Z
25621951,woodpeck_fixbot,147510,5,10412890,2012-01-16T23:42:04Z
25679459,woodpeck_fixbot,147510,10,10412890,2012-01-17T00:15:21Z
25715509,skipperoo,2056092,13,33930848,2015-09-10T11:47:06Z
25735237,mrpulley,67896,7,12557007,2012-07-31T07:19:38Z
25740900,Rosscoe,4467,4,7781185,2011-04-06T05:14:40Z
25757597,TuanIfan,625303,14,16658904,2013-06-22T16:50:43Z
25793416,matthewsheffield,347944,5,17843399,2013-09-15T04:37:04Z
25797932,woodpeck_fixbot,147510,6,10413896,2012-01-17T01:13:20Z
25841047,Leon K,46482,11,21836501,2014-04-21T12:16:17Z
25866952,goldfishxyz,168136,5,22682650,2014-06-01T22:43:48Z
25909575,BlueMM,14779,2,266373,2008-08-15T04:34:19Z
25926185,Mander,20974,13,37834410,2016-03-15T03:47:13Z
25932815,Supt_of_Printing,206929,5,17035971,2013-07-21T13:41:29Z
25936317,ash_mcd,2486025,5,50166565,2017-07-10T06:15:26Z
25943855,woodpeck_fixbot,147510,5,10413896,2012-01-17T01:39:07Z
25992503,BlueMM,14779,2,76693,2008-08-05T09:12:51Z
26131163,Rudi Heitbaum,371324,4,9650312,2011-10-25T09:04:11Z
26177351,woodpeck_fixbot,147510,5,10413896,2012-01-17T01:59:34Z
26262123,Vadmium,1795763,2,27216472,2014-12-04T01:33:15Z
26327109,melb_guy,11111,4,280180,2008-08-16T13:26:25Z
26386246,Rosscoe,4467,8,7373681,2011-02-23T16:03:12Z
26408500,woodpeck_fixbot,147510,8,10413896,2012-01-17T03:19:14Z
26429850,Deborah Pickett,102893,4,16612141,2013-06-19T03:44:09Z
26447411,Zulu99,320632,4,15709983,2013-04-13T08:39:14Z
26449163,Leon K,46482,12,37702468,2016-03-09T08:15:53Z
26451091,heyitsstevo,1899168,10,30571919,2015-04-28T07:25:28Z
26488733,Leon K,46482,9,28793736,2015-02-12T12:20:39Z
26489049,woodpeck_fixbot,147510,8,10414164,2012-01-17T03:39:50Z
26494613,woodpeck_fixbot,147510,8,10414164,2012-01-17T03:44:30Z
26539087,Leon K,46482,8,29629472,2015-03-21T06:23:48Z
26541162,skipperoo,2056092,4,33498431,2015-08-22T04:28:55Z
26564460,Canley,57437,5,24588001,2014-08-07T03:36:12Z
26584059,Josh Parris,1894085,8,45905488,2017-02-08T05:59:51Z
26598542,Vadmium,1795763,4,35740461,2015-12-04T06:34:02Z
26622641,Pizza1016,838520,8,41258769,2016-08-05T12:28:32Z
26741752,melb_guy,11111,2,10070801,2011-12-09T07:01:36Z
26744267,OSMF Redaction Account,722137,13,12331153,2012-07-19T14:18:12Z
26763619,woodpeck_fixbot,147510,9,10414164,2012-01-17T04:21:27Z
26787151,BlueMM,14779,3,541198,2008-09-05T06:44:33Z
26808797,OSMF Redaction Account,722137,9,12351348,2012-07-19T23:13:28Z
26833736,jasonluxford,2370480,2,29280966,2015-03-06T02:36:47Z
26946999,Leon K,46482,5,28096935,2015-01-12T20:20:13Z
26993348,Leon K,46482,5,36625521,2016-01-16T23:06:38Z
27087502,BalancingBean,1466296,6,19985868,2014-01-14T08:16:37Z
27152091,melb_guy,11111,4,2081061,2009-08-09T04:57:31Z
27187162,OSMF Redaction Account,722137,5,12330620,2012-07-19T13:57:59Z
27209879,Canley,57437,3,23997192,2014-07-07T05:42:19Z
27241577,OSMF Redaction Account,722137,8,12350193,2012-07-19T22:22:13Z
27278799,petdr,467,2,3321798,2009-12-08T04:18:47Z
27373020,gaffa,16374,2,711943,2008-09-28T07:40:36Z
27426308,melb_guy,11111,2,3404595,2009-12-19T02:25:06Z
27448186,woodpeck_fixbot,147510,3,10414499,2012-01-17T06:20:14Z
27478682,Leon K,46482,6,29626397,2015-03-20T22:54:21Z
27506723,melb_guy,11111,6,5376880,2010-08-02T04:33:41Z
27509775,petdr,467,14,3268921,2009-12-02T01:09:50Z
27526886,skipperoo,2056092,6,33498420,2015-08-22T04:27:55Z
27551819,AlexOnTheBus,79475,14,15745980,2013-04-16T08:29:47Z
27556963,Rhubarb,69319,2,5024564,2010-06-19T14:45:27Z
27577450,Neil Penman,84937,4,4858573,2010-05-30T23:23:58Z
27592113,woodpeck_fixbot,147510,7,10414499,2012-01-17T06:49:05Z
27612955,ash_mcd,2486025,6,50048860,2017-07-05T05:00:41Z
27614424,Rhubarb,69319,5,3600824,2010-01-12T04:26:45Z
27630167,TheSwavu,2622285,11,40756996,2016-07-15T09:44:12Z
27650365,Leon K,46482,5,37757237,2016-03-11T11:33:06Z
27704668,Pizza1016,838520,27,43097557,2016-10-23T10:59:05Z
27727648,Glen,6513,3,4058554,2010-03-07T10:13:53Z
27736296,Rhubarb,69319,25,43861180,2016-11-22T03:29:24Z
27749314,woodpeck_fixbot,147510,3,10414499,2012-01-17T07:43:17Z
27750440,woodpeck_fixbot,147510,4,10414499,2012-01-17T07:57:34Z
27766243,OSMF Redaction Account,722137,6,12322502,2012-07-19T11:45:48Z
27772087,matthewsheffield,347944,8,47083245,2017-03-23T01:16:58Z
27785201,woodpeck_fixbot,147510,4,10414499,2012-01-17T08:08:51Z
27791097,woodpeck_fixbot,147510,5,10414499,2012-01-17T08:21:23Z
27828397,Vadmium,1795763,5,33806900,2015-09-05T02:05:04Z
27832573,woodpeck_fixbot,147510,5,10414499,2012-01-17T08:34:49Z
27856143,woodpeck_fixbot,147510,3,10414499,2012-01-17T08:36:58Z
27859318,woodpeck_fixbot,147510,5,10415418,2012-01-17T08:39:18Z
27877276,Supt_of_Printing,206929,14,19640395,2013-12-26T08:51:18Z
27904428,woodpeck_fixbot,147510,5,10415418,2012-01-17T08:49:20Z
27925999,ash_mcd,2486025,6,50023335,2017-07-04T04:02:19Z
27932006,KenS,211804,4,6445265,2010-11-24T09:10:50Z
27945051,Glen,6513,8,41567992,2016-08-20T00:44:27Z
27945331,Rhubarb,69319,2,11430711,2012-04-27T08:49:49Z
27948869,AlexOnTheBus,79475,5,18773344,2013-11-07T22:27:44Z
28010725,Canley,57437,9,14474212,2012-12-31T07:29:02Z
28039275,woodpeck_fixbot,147510,4,10415418,2012-01-17T09:42:26Z
28040994,woodpeck_fixbot,147510,8,10415418,2012-01-17T09:45:34Z
28044947,Rhubarb,69319,8,22303171,2014-05-13T00:52:39Z
28061076,nqndwc,714293,5,13231159,2012-09-24T12:39:40Z
28063740,Little Brother,1694420,3,25321035,2014-09-09T05:59:48Z
28065189,Josh Parris,1894085,8,20591857,2014-02-16T12:33:13Z
28082638,OSMF Redaction Account,722137,7,12353903,2012-07-20T00:59:50Z
28084984,David_H,73081,2,618918,2008-10-29T03:36:30Z
28087855,Rhubarb,69319,2,619154,2008-10-29T10:22:41Z
28119053,woodpeck_fixbot,147510,3,10415418,2012-01-17T10:20:16Z
28138494,heyitsstevo,1899168,4,30376319,2015-04-21T11:31:29Z
28140232,ash_mcd,2486025,9,50192920,2017-07-11T06:27:15Z
28165004,Rhubarb,69319,6,11059550,2012-03-22T06:13:54Z
28184356,woodpeck_fixbot,147510,3,10415418,2012-01-17T10:54:17Z
28185364,ash_mcd,2486025,11,50049387,2017-07-05T05:42:50Z
28186177,heyitsstevo,1899168,10,24492295,2014-08-02T04:33:59Z
28189160,Pizza1016,838520,10,40283246,2016-06-25T14:54:30Z
28206250,woodpeck_fixbot,147510,4,10415418,2012-01-17T11:16:32Z
28220876,AlexOnTheBus,79475,9,17794992,2013-09-12T08:04:13Z
28222889,woodpeck_fixbot,147510,3,10415418,2012-01-17T11:34:46Z
28223842,woodpeck_fixbot,147510,3,10415418,2012-01-17T11:39:04Z
28224625,Rhubarb,69319,7,24182887,2014-07-16T14:33:26Z
28225471,Leon K,46482,7,40435241,2016-07-02T08:12:29Z
28239349,woodpeck_fixbot,147510,3,10415418,2012-01-17T11:51:42Z
28241672,woodpeck_fixbot,147510,6,10415418,2012-01-17T11:56:53Z
28242235,steve91,637652,10,29262247,2015-03-05T09:49:09Z
28256804,woodpeck_fixbot,147510,3,10415418,2012-01-17T12:11:56Z
28257397,woodpeck_fixbot,147510,5,10417024,2012-01-17T12:15:28Z
28277213,woodpeck_fixbot,147510,5,10417024,2012-01-17T12:28:29Z
28296564,Pizza1016,838520,6,40888571,2016-07-20T07:21:24Z
28316091,matthewsheffield,347944,8,20752044,2014-02-24T14:44:26Z
28316875,woodpeck_fixbot,147510,5,10417024,2012-01-17T12:54:40Z
28317632,stevage,201443,6,3342263,2009-12-10T14:53:12Z
28338972,Vadmium,1795763,4,23405183,2014-07-01T06:54:30Z
28355812,Leon K,46482,9,47523181,2017-04-06T22:54:27Z
28356827,Pizza1016,838520,5,39883145,2016-06-08T12:06:07Z
28360625,John Berkers,400269,15,7154251,2011-02-01T12:38:28Z
28376260,AlexOnTheBus,79475,82,25576669,2014-09-21T11:04:04Z
28393571,stevage,201443,4,15168449,2013-02-26T00:52:31Z
28394357,woodpeck_fixbot,147510,4,10417024,2012-01-17T14:32:42Z
28414883,ianaf4you,9001,2,751569,2008-11-15T09:21:29Z
28417260,woodpeck_fixbot,147510,4,10417024,2012-01-17T17:36:05Z
28436278,nqndwc,714293,8,12903972,2012-08-29T12:51:22Z
28464628,KenS,211804,3,11372673,2012-04-21T11:22:47Z
28500577,woodpeck_fixbot,147510,4,10417024,2012-01-17T18:32:04Z
28505191,Pizza1016,838520,14,39616651,2016-05-28T01:28:58Z
28517619,woodpeck_fixbot,147510,4,10417024,2012-01-17T19:12:06Z
28518347,woodpeck_fixbot,147510,4,10417024,2012-01-17T19:17:12Z
28522549,OSMF Redaction Account,722137,6,12348798,2012-07-19T21:43:43Z
28547858,Canley,57437,4,20535117,2014-02-13T05:29:30Z
28572235,null_dev,434542,3,8316303,2011-06-02T05:56:05Z
28575612,woodpeck_fixbot,147510,7,10421060,2012-01-17T20:58:03Z
28594155,woodpeck_fixbot,147510,4,10421060,2012-01-17T21:07:25Z
28594919,woodpeck_fixbot,147510,4,10421060,2012-01-17T21:12:34Z
28595548,melb_guy,11111,1,788291,2008-11-24T03:43:38Z
28615609,ash_mcd,2486025,8,50191535,2017-07-11T04:34:18Z
28639678,Velo Mapper,1704952,5,25150566,2014-09-01T00:57:44Z
28662884,Leon K,46482,6,28464734,2015-01-28T13:14:01Z
28664231,AlexOnTheBus,79475,6,14688831,2013-01-17T20:48:46Z
28692007,woodpeck_fixbot,147510,4,10421060,2012-01-17T22:20:20Z
28694329,woodpeck_fixbot,147510,5,10421060,2012-01-17T22:21:47Z
28716494,stefaandesmet2003,2810501,7,31369403,2015-05-22T11:56:36Z
